# saved 2026-06-13T22:05:41
# range_label=100mT
# --- characterization sweep ---
# step_mm=0.100  points=1001  avg_samples=200  settle_ms=100
Distance_mm,Reading_mV,SD_mV
8.600,1778,4.46
8.700,1777,4.26
8.800,1775,3.93
8.900,1774,4.39
9.000,1774,4.50
9.100,1772,4.22
9.200,1771,5.36
9.300,1769,3.85
9.400,1768,4.21
9.500,1768,4.98
9.600,1766,4.72
9.700,1764,4.27
9.800,1763,4.37
9.900,1762,4.15
10.000,1761,6.86
10.100,1760,4.10
10.200,1760,3.71
10.300,1759,3.50
10.400,1757,5.43
10.500,1757,3.79
10.600,1755,3.93
10.700,1755,3.82
10.800,1754,3.74
10.900,1753,4.17
11.000,1752,4.82
11.100,1752,5.15
11.200,1751,4.76
11.300,1749,4.62
11.400,1749,4.53
11.500,1748,4.13
11.600,1747,4.94
11.700,1746,4.84
11.800,1746,5.22
11.900,1745,4.59
12.000,1744,4.54
12.100,1743,4.80
12.200,1742,4.85
12.300,1742,4.67
12.400,1741,5.22
12.500,1740,5.20
12.600,1739,4.62
12.700,1738,9.40
12.800,1739,5.02
12.900,1739,4.85
13.000,1737,4.47
13.100,1736,6.52
13.200,1736,4.19
13.300,1735,4.05
13.400,1734,4.93
13.500,1733,7.62
13.600,1733,3.54
13.700,1733,4.10
13.800,1733,3.75
13.900,1733,3.59
14.000,1732,3.58
14.100,1732,3.57
14.200,1731,4.02
14.300,1731,4.27
14.400,1730,4.22
14.500,1730,3.89
14.600,1729,3.83
14.700,1729,3.65
14.800,1728,9.00
14.900,1728,4.49
15.000,1727,4.56
15.100,1728,4.12
15.200,1726,4.19
15.300,1726,4.39
15.400,1726,4.01
15.500,1726,4.04
15.600,1725,4.64
15.700,1725,6.12
15.800,1724,4.17
15.900,1724,4.36
16.000,1723,4.31
16.100,1723,4.49
16.200,1723,3.84
16.300,1722,5.37
16.400,1722,4.51
16.500,1723,4.02
16.600,1723,5.24
16.700,1722,7.07
16.800,1721,4.25
16.900,1722,4.36
17.000,1721,4.08
17.100,1721,4.27
17.200,1720,4.10
17.300,1720,4.96
17.400,1720,3.96
17.500,1720,3.83
17.600,1720,3.77
17.700,1719,4.44
17.800,1718,4.25
17.900,1719,4.13
18.000,1718,4.17
18.100,1717,5.85
18.200,1718,4.53
18.300,1717,4.08
18.400,1717,4.13
18.500,1717,4.01
18.600,1717,5.16
18.700,1716,4.31
18.800,1716,6.59
18.900,1716,4.02
19.000,1716,4.35
19.100,1716,4.20
19.200,1715,4.44
19.300,1715,4.11
19.400,1715,4.24
19.500,1715,4.61
19.600,1715,5.26
19.700,1714,4.66
19.800,1714,4.40
19.900,1714,7.54
20.000,1714,3.99
20.100,1714,4.94
20.200,1714,4.21
20.300,1714,4.21
20.400,1713,4.28
20.500,1713,4.36
20.600,1713,4.10
20.700,1713,3.97
20.800,1712,4.50
20.900,1713,4.68
21.000,1712,5.56
21.100,1712,4.53
21.200,1712,4.93
21.300,1712,4.21
21.400,1711,4.52
21.500,1711,4.16
21.600,1712,5.07
21.700,1711,4.38
21.800,1711,4.54
21.900,1710,5.10
22.000,1711,4.34
22.100,1710,4.28
22.200,1711,5.66
22.300,1710,4.13
22.400,1709,4.09
22.500,1710,4.30
22.600,1709,4.12
22.700,1709,4.23
22.800,1709,3.80
22.900,1709,4.14
23.000,1710,5.07
23.100,1709,4.12
23.200,1709,4.32
23.300,1709,4.36
23.400,1709,4.64
23.500,1709,4.42
23.600,1709,4.42
23.700,1709,4.53
23.800,1708,3.94
23.900,1708,3.90
24.000,1708,3.38
24.100,1708,3.90
24.200,1708,6.38
24.300,1708,3.95
24.400,1708,9.28
24.500,1707,5.84
24.600,1708,4.32
24.700,1708,3.67
24.800,1708,4.91
24.900,1707,5.27
25.000,1708,5.05
25.100,1708,3.92
25.200,1708,4.21
25.300,1707,4.76
25.400,1707,3.98
25.500,1707,3.86
25.600,1706,3.93
25.700,1706,4.09
25.800,1707,3.55
25.900,1706,3.80
26.000,1706,3.73
26.100,1706,3.70
26.200,1707,4.06
26.300,1706,3.53
26.400,1706,4.01
26.500,1706,3.52
26.600,1705,3.09
26.700,1706,4.22
26.800,1706,4.24
26.900,1706,3.98
27.000,1705,4.38
27.100,1706,3.87
27.200,1705,4.16
27.300,1705,3.18
27.400,1705,4.52
27.500,1705,7.36
27.600,1705,4.05
27.700,1705,3.47
27.800,1705,3.80
27.900,1705,3.51
28.000,1705,3.70
28.100,1705,7.78
28.200,1705,4.16
28.300,1705,3.85
28.400,1705,3.92
28.500,1706,6.01
28.600,1704,4.69
28.700,1704,4.02
28.800,1705,3.45
28.900,1704,3.79
29.000,1705,4.02
29.100,1704,4.03
29.200,1705,4.01
29.300,1705,3.53
29.400,1705,3.87
29.500,1705,3.51
29.600,1705,3.57
29.700,1704,4.72
29.800,1704,3.83
29.900,1705,3.39
30.000,1704,4.31
30.100,1705,5.16
30.200,1704,3.06
30.300,1704,3.53
30.400,1704,4.02
30.500,1704,3.26
30.600,1704,3.84
30.700,1704,4.08
30.800,1704,4.61
30.900,1704,3.42
31.000,1704,3.58
31.100,1704,4.06
31.200,1704,6.57
31.300,1703,3.72
31.400,1704,3.71
31.500,1703,4.01
31.600,1704,4.35
31.700,1703,3.61
31.800,1704,4.02
31.900,1705,3.85
32.000,1704,4.17
32.100,1703,7.30
32.200,1703,3.79
32.300,1703,4.02
32.400,1703,3.70
32.500,1703,3.72
32.600,1703,3.77
32.700,1703,3.72
32.800,1704,3.49
32.900,1703,3.65
33.000,1703,3.99
33.100,1703,3.98
33.200,1703,4.09
33.300,1703,3.57
33.400,1703,4.20
33.500,1703,3.33
33.600,1703,3.60
33.700,1703,3.81
33.800,1703,4.30
33.900,1703,3.71
34.000,1703,3.82
34.100,1702,3.95
34.200,1703,4.79
34.300,1703,3.58
34.400,1704,3.70
34.500,1702,4.45
34.600,1702,4.19
34.700,1702,3.75
34.800,1702,3.83
34.900,1703,3.84
35.000,1703,3.65
35.100,1702,4.51
35.200,1702,4.73
35.300,1702,3.57
35.400,1702,4.04
35.500,1702,3.84
35.600,1703,3.64
35.700,1703,3.83
35.800,1703,3.87
35.900,1703,3.95
36.000,1703,3.90
36.100,1703,3.60
36.200,1702,4.46
36.300,1702,4.24
36.400,1702,7.53
36.500,1702,3.57
36.600,1703,3.83
36.700,1702,4.21
36.800,1702,4.98
36.900,1702,3.80
37.000,1702,3.93
37.100,1702,4.06
37.200,1702,4.80
37.300,1703,4.04
37.400,1702,4.07
37.500,1702,3.70
37.600,1701,3.84
37.700,1702,3.97
37.800,1703,3.88
37.900,1702,3.82
38.000,1701,4.16
38.100,1701,6.69
38.200,1702,5.16
38.300,1702,3.62
38.400,1702,4.02
38.500,1702,3.63
38.600,1702,4.01
38.700,1702,4.18
38.800,1702,3.94
38.900,1701,4.24
39.000,1701,6.55
39.100,1702,3.83
39.200,1701,4.34
39.300,1702,3.77
39.400,1702,3.75
39.500,1701,4.40
39.600,1702,3.87
39.700,1701,4.69
39.800,1702,4.55
39.900,1702,4.31
40.000,1701,3.87
40.100,1701,4.23
40.200,1701,4.17
40.300,1701,3.92
40.400,1701,4.01
40.500,1701,4.00
40.600,1700,4.71
40.700,1701,3.85
40.800,1701,4.25
40.900,1701,4.69
41.000,1701,4.54
41.100,1701,4.11
41.200,1701,3.82
41.300,1701,4.43
41.400,1701,4.20
41.500,1700,4.45
41.600,1700,4.23
41.700,1701,4.53
41.800,1701,4.17
41.900,1701,3.87
42.000,1701,3.73
42.100,1701,5.43
42.200,1701,4.21
42.300,1701,4.03
42.400,1700,3.75
42.500,1700,8.77
42.600,1701,3.97
42.700,1701,3.75
42.800,1701,4.10
42.900,1700,5.32
43.000,1702,5.61
43.100,1701,4.37
43.200,1700,3.96
43.300,1700,4.60
43.400,1701,4.91
43.500,1701,4.70
43.600,1701,4.93
43.700,1701,3.82
43.800,1701,4.37
43.900,1701,4.32
44.000,1701,5.31
44.100,1701,4.10
44.200,1701,4.20
44.300,1701,3.95
44.400,1701,4.04
44.500,1701,4.14
44.600,1701,3.94
44.700,1701,4.13
44.800,1701,5.50
44.900,1700,4.44
45.000,1701,4.00
45.100,1701,3.71
45.200,1701,3.87
45.300,1700,7.74
45.400,1700,5.22
45.500,1701,4.42
45.600,1701,4.23
45.700,1701,4.18
45.800,1701,4.13
45.900,1701,4.18
46.000,1700,8.52
46.100,1701,4.49
46.200,1700,4.08
46.300,1700,4.20
46.400,1700,4.16
46.500,1701,4.29
46.600,1700,4.21
46.700,1701,4.16
46.800,1700,4.28
46.900,1700,4.19
47.000,1700,10.38
47.100,1700,4.23
47.200,1700,4.40
47.300,1701,4.77
47.400,1701,3.94
47.500,1701,3.92
47.600,1700,4.50
47.700,1701,4.11
47.800,1701,4.55
47.900,1700,4.41
48.000,1700,4.57
48.100,1701,4.13
48.200,1701,3.93
48.300,1700,4.12
48.400,1700,4.05
48.500,1700,4.02
48.600,1700,4.24
48.700,1700,4.24
48.800,1700,4.06
48.900,1701,4.26
49.000,1701,5.10
49.100,1701,4.44
49.200,1701,5.20
49.300,1701,4.53
49.400,1701,4.11
49.500,1701,4.07
49.600,1700,4.04
49.700,1701,4.13
49.800,1699,4.79
49.900,1700,4.29
50.000,1701,5.22
50.100,1700,4.39
50.200,1700,4.40
50.300,1701,4.85
50.400,1701,5.08
50.500,1701,4.38
50.600,1701,4.23
50.700,1700,4.62
50.800,1701,4.67
50.900,1700,4.17
51.000,1701,4.14
51.100,1701,4.26
51.200,1701,4.13
51.300,1700,4.17
51.400,1700,4.19
51.500,1701,4.40
51.600,1701,4.27
51.700,1701,4.43
51.800,1700,4.15
51.900,1700,4.31
52.000,1700,6.82
52.100,1702,3.96
52.200,1700,5.87
52.300,1699,4.04
52.400,1700,4.19
52.500,1700,5.67
52.600,1700,4.70
52.700,1700,4.44
52.800,1700,4.45
52.900,1700,4.20
53.000,1700,4.39
53.100,1701,4.12
53.200,1700,4.13
53.300,1700,4.34
53.400,1700,4.37
53.500,1700,4.44
53.600,1700,4.75
53.700,1700,4.58
53.800,1698,10.11
53.900,1701,4.39
54.000,1700,4.52
54.100,1700,4.36
54.200,1700,5.60
54.300,1700,4.10
54.400,1699,10.39
54.500,1699,4.06
54.600,1699,4.82
54.700,1700,4.36
54.800,1700,3.92
54.900,1699,4.59
55.000,1700,4.06
55.100,1700,7.37
55.200,1700,3.98
55.300,1700,4.33
55.400,1700,4.30
55.500,1700,4.40
55.600,1699,4.21
55.700,1700,4.23
55.800,1700,4.97
55.900,1700,4.47
56.000,1700,4.01
56.100,1699,4.42
56.200,1700,4.41
56.300,1700,4.43
56.400,1700,4.17
56.500,1700,4.23
56.600,1701,4.27
56.700,1699,4.38
56.800,1700,4.50
56.900,1700,4.51
57.000,1700,4.23
57.100,1699,4.23
57.200,1699,4.08
57.300,1699,6.39
57.400,1699,4.25
57.500,1699,5.44
57.600,1700,4.00
57.700,1699,4.55
57.800,1700,4.31
57.900,1699,4.07
58.000,1699,4.68
58.100,1699,4.32
58.200,1699,4.39
58.300,1699,4.55
58.400,1700,4.82
58.500,1699,4.10
58.600,1700,4.50
58.700,1699,3.94
58.800,1699,4.81
58.900,1700,4.65
59.000,1700,4.64
59.100,1700,4.15
59.200,1699,4.23
59.300,1699,4.35
59.400,1700,5.18
59.500,1700,4.45
59.600,1700,5.72
59.700,1700,4.63
59.800,1700,4.38
59.900,1699,4.49
60.000,1700,4.17
60.100,1700,4.33
60.200,1700,4.11
60.300,1700,4.18
60.400,1700,3.97
60.500,1699,4.61
60.600,1700,4.31
60.700,1700,4.06
60.800,1700,4.27
60.900,1700,4.27
61.000,1700,6.38
61.100,1699,4.32
61.200,1700,4.38
61.300,1700,4.58
61.400,1700,4.19
61.500,1700,4.06
61.600,1699,4.72
61.700,1699,4.42
61.800,1700,4.46
61.900,1699,7.89
62.000,1700,5.06
62.100,1699,5.49
62.200,1699,4.31
62.300,1700,4.10
62.400,1699,4.14
62.500,1700,4.22
62.600,1700,4.33
62.700,1699,4.44
62.800,1699,4.38
62.900,1700,4.76
63.000,1699,4.33
63.100,1699,4.05
63.200,1700,5.31
63.300,1700,4.12
63.400,1700,4.25
63.500,1700,6.03
63.600,1699,4.44
63.700,1699,4.08
63.800,1699,5.43
63.900,1699,4.14
64.000,1700,5.24
64.100,1699,6.84
64.200,1699,4.24
64.300,1699,4.33
64.400,1700,4.39
64.500,1699,4.15
64.600,1699,4.37
64.700,1698,6.95
64.800,1699,4.44
64.900,1698,4.54
65.000,1699,4.55
65.100,1700,4.62
65.200,1699,4.40
65.300,1699,4.53
65.400,1699,4.20
65.500,1699,4.35
65.600,1700,4.11
65.700,1699,4.17
65.800,1699,4.33
65.900,1700,5.97
66.000,1700,4.21
66.100,1699,4.29
66.200,1699,4.26
66.300,1699,4.77
66.400,1699,4.19
66.500,1699,4.45
66.600,1699,4.14
66.700,1699,4.67
66.800,1699,4.41
66.900,1699,4.45
67.000,1699,4.59
67.100,1699,4.31
67.200,1699,4.66
67.300,1698,4.48
67.400,1699,4.17
67.500,1699,4.02
67.600,1699,4.58
67.700,1699,4.57
67.800,1699,4.95
67.900,1698,4.78
68.000,1699,4.30
68.100,1699,4.57
68.200,1700,4.84
68.300,1699,4.58
68.400,1700,4.54
68.500,1698,4.18
68.600,1698,3.76
68.700,1699,4.65
68.800,1699,5.57
68.900,1699,4.44
69.000,1699,4.51
69.100,1698,10.40
69.200,1699,4.74
69.300,1699,4.38
69.400,1699,4.42
69.500,1699,6.31
69.600,1699,4.28
69.700,1699,4.37
69.800,1699,4.10
69.900,1699,4.44
70.000,1698,4.44
70.100,1700,4.17
70.200,1699,4.07
70.300,1700,4.74
70.400,1699,4.45
70.500,1699,4.21
70.600,1700,7.18
70.700,1698,6.60
70.800,1699,5.93
70.900,1699,4.87
71.000,1699,4.38
71.100,1699,4.84
71.200,1699,4.92
71.300,1698,4.83
71.400,1699,5.32
71.500,1699,6.32
71.600,1699,4.36
71.700,1699,4.64
71.800,1699,4.51
71.900,1698,7.33
72.000,1698,5.47
72.100,1698,6.48
72.200,1699,4.41
72.300,1698,4.43
72.400,1698,6.78
72.500,1699,4.79
72.600,1699,4.55
72.700,1698,4.61
72.800,1698,4.29
72.900,1698,4.55
73.000,1698,4.79
73.100,1698,4.67
73.200,1697,4.23
73.300,1698,8.55
73.400,1699,5.15
73.500,1699,4.22
73.600,1699,4.32
73.700,1698,4.78
73.800,1698,4.65
73.900,1698,4.75
74.000,1698,4.68
74.100,1698,4.32
74.200,1698,4.36
74.300,1698,4.42
74.400,1698,5.25
74.500,1698,4.52
74.600,1698,4.24
74.700,1699,4.58
74.800,1699,5.53
74.900,1698,5.34
75.000,1698,4.53
75.100,1699,4.34
75.200,1698,6.90
75.300,1698,4.52
75.400,1698,4.26
75.500,1698,4.63
75.600,1698,4.54
75.700,1698,7.41
75.800,1698,4.44
75.900,1698,7.98
76.000,1698,4.54
76.100,1699,4.72
76.200,1698,5.24
76.300,1698,4.81
76.400,1698,4.51
76.500,1698,4.61
76.600,1698,5.40
76.700,1697,4.38
76.800,1698,4.69
76.900,1698,4.49
77.000,1698,4.11
77.100,1698,4.28
77.200,1698,4.79
77.300,1698,4.41
77.400,1698,4.27
77.500,1698,4.63
77.600,1697,8.76
77.700,1698,4.60
77.800,1699,4.58
77.900,1698,4.37
78.000,1699,4.47
78.100,1699,4.43
78.200,1698,4.07
78.300,1698,4.39
78.400,1698,4.46
78.500,1699,5.04
78.600,1698,5.04
78.700,1698,4.15
78.800,1698,4.62
78.900,1698,4.49
79.000,1699,6.39
79.100,1699,4.50
79.200,1699,4.58
79.300,1698,4.26
79.400,1699,4.56
79.500,1699,7.41
79.600,1698,4.27
79.700,1699,4.42
79.800,1698,4.02
79.900,1698,4.65
80.000,1698,4.60
80.100,1699,5.44
80.200,1698,5.59
80.300,1698,5.65
80.400,1698,4.36
80.500,1698,7.02
80.600,1698,4.32
80.700,1698,4.18
80.800,1698,5.32
80.900,1698,4.52
81.000,1699,4.42
81.100,1698,4.40
81.200,1698,4.81
81.300,1699,4.27
81.400,1698,4.42
81.500,1698,4.57
81.600,1699,4.39
81.700,1698,5.49
81.800,1699,4.05
81.900,1699,4.38
82.000,1697,6.18
82.100,1698,4.22
82.200,1698,7.57
82.300,1697,4.33
82.400,1698,5.64
82.500,1698,4.33
82.600,1697,4.69
82.700,1698,4.70
82.800,1698,4.43
82.900,1698,4.47
83.000,1699,4.18
83.100,1697,4.25
83.200,1698,4.59
83.300,1698,4.39
83.400,1697,4.35
83.500,1698,4.66
83.600,1698,4.37
83.700,1698,4.68
83.800,1698,5.08
83.900,1698,4.61
84.000,1699,4.29
84.100,1698,4.80
84.200,1698,5.38
84.300,1698,4.18
84.400,1698,5.20
84.500,1699,4.76
84.600,1698,4.34
84.700,1698,4.43
84.800,1698,4.43
84.900,1698,4.32
85.000,1699,4.94
85.100,1699,4.08
85.200,1698,4.44
85.300,1698,4.39
85.400,1698,4.52
85.500,1698,4.47
85.600,1699,4.75
85.700,1698,4.43
85.800,1698,4.61
85.900,1698,4.45
86.000,1697,9.10
86.100,1698,4.36
86.200,1698,7.29
86.300,1698,5.09
86.400,1698,4.55
86.500,1698,5.56
86.600,1698,6.00
86.700,1698,4.70
86.800,1698,4.72
86.900,1698,4.43
87.000,1698,4.58
87.100,1698,4.35
87.200,1698,4.31
87.300,1698,4.58
87.400,1698,4.48
87.500,1698,4.29
87.600,1697,4.35
87.700,1698,4.56
87.800,1698,4.51
87.900,1698,4.42
88.000,1697,4.56
88.100,1698,4.51
88.200,1699,5.71
88.300,1699,4.51
88.400,1698,4.72
88.500,1698,4.22
88.600,1698,4.48
88.700,1698,4.32
88.800,1698,4.56
88.900,1698,4.80
89.000,1698,5.88
89.100,1698,4.49
89.200,1698,4.57
89.300,1698,7.06
89.400,1697,11.28
89.500,1698,4.18
89.600,1698,4.80
89.700,1698,4.26
89.800,1699,4.53
89.900,1698,7.14
90.000,1698,4.36
90.100,1699,4.59
90.200,1699,4.07
90.300,1698,4.59
90.400,1698,4.25
90.500,1699,4.51
90.600,1698,4.41
90.700,1698,4.24
90.800,1698,4.36
90.900,1698,4.27
91.000,1698,4.57
91.100,1698,5.27
91.200,1698,4.52
91.300,1699,4.49
91.400,1699,4.26
91.500,1698,4.34
91.600,1698,5.10
91.700,1698,4.22
91.800,1698,4.20
91.900,1698,6.85
92.000,1698,4.96
92.100,1698,4.64
92.200,1698,4.88
92.300,1698,4.29
92.400,1698,4.54
92.500,1699,4.54
92.600,1698,5.79
92.700,1698,5.05
92.800,1699,4.73
92.900,1698,4.28
93.000,1699,4.51
93.100,1698,4.20
93.200,1699,4.36
93.300,1698,6.68
93.400,1699,4.43
93.500,1699,4.21
93.600,1699,4.03
93.700,1698,4.25
93.800,1699,4.78
93.900,1698,4.61
94.000,1699,4.05
94.100,1698,4.44
94.200,1699,4.46
94.300,1699,6.95
94.400,1698,4.55
94.500,1698,4.27
94.600,1698,5.04
94.700,1698,4.30
94.800,1698,4.60
94.900,1699,4.48
95.000,1698,4.36
95.100,1698,4.63
95.200,1698,4.82
95.300,1698,4.29
95.400,1698,4.21
95.500,1698,4.53
95.600,1698,5.07
95.700,1699,4.50
95.800,1699,4.32
95.900,1698,4.59
96.000,1698,4.47
96.100,1698,4.35
96.200,1698,4.47
96.300,1699,4.77
96.400,1698,4.77
96.500,1698,4.46
96.600,1698,4.40
96.700,1699,4.19
96.800,1698,4.24
96.900,1698,4.31
97.000,1697,4.18
97.100,1698,4.46
97.200,1698,4.47
97.300,1698,4.82
97.400,1698,4.46
97.500,1698,4.54
97.600,1698,4.03
97.700,1698,4.32
97.800,1698,4.47
97.900,1698,4.30
98.000,1699,4.42
98.100,1698,4.58
98.200,1698,4.67
98.300,1698,4.76
98.400,1699,6.29
98.500,1698,4.21
98.600,1698,4.73
98.700,1698,7.02
98.800,1698,4.51
98.900,1698,4.41
99.000,1699,4.51
99.100,1699,4.22
99.200,1699,4.41
99.300,1699,4.79
99.400,1699,4.60
99.500,1698,4.78
99.600,1698,4.48
99.700,1699,4.34
99.800,1698,4.31
99.900,1699,4.39
100.000,1698,5.47
