# saved 2026-06-13T22:12:01
# range_label=200mT
# --- characterization sweep ---
# step_mm=0.100  points=1001  avg_samples=200  settle_ms=100
Distance_mm,Reading_mV,SD_mV
23.200,1703,3.59
23.300,1703,4.04
23.400,1703,3.69
23.500,1703,3.91
23.600,1703,4.01
23.700,1703,6.97
23.800,1702,3.80
23.900,1703,3.94
24.000,1702,3.95
24.100,1702,3.95
24.200,1702,4.08
24.300,1702,4.26
24.400,1702,5.12
24.500,1702,4.45
24.600,1702,3.60
24.700,1703,3.36
24.800,1702,3.72
24.900,1703,3.94
25.000,1702,10.75
25.100,1702,4.02
25.200,1703,3.81
25.300,1702,6.32
25.400,1703,4.88
25.500,1702,3.70
25.600,1702,3.77
25.700,1702,4.29
25.800,1701,4.06
25.900,1702,4.36
26.000,1702,4.03
26.100,1702,3.60
26.200,1702,3.90
26.300,1702,3.68
26.400,1702,4.32
26.500,1701,8.03
26.600,1702,3.91
26.700,1702,4.15
26.800,1701,4.09
26.900,1701,4.49
27.000,1702,4.36
27.100,1702,4.02
27.200,1701,4.10
27.300,1701,3.81
27.400,1701,4.12
27.500,1702,3.79
27.600,1702,4.33
27.700,1701,8.80
27.800,1702,4.29
27.900,1702,4.02
28.000,1701,4.27
28.100,1701,4.10
28.200,1701,3.96
28.300,1701,4.65
28.400,1701,3.83
28.500,1701,4.05
28.600,1702,3.73
28.700,1701,4.06
28.800,1701,5.38
28.900,1701,4.12
29.000,1701,4.10
29.100,1701,4.14
29.200,1701,4.13
29.300,1701,4.28
29.400,1701,3.61
29.500,1700,4.29
29.600,1701,4.09
29.700,1701,5.06
29.800,1702,4.33
29.900,1701,4.07
30.000,1701,4.16
30.100,1701,5.24
30.200,1701,4.13
30.300,1702,3.98
30.400,1701,4.08
30.500,1701,4.26
30.600,1700,4.23
30.700,1701,4.33
30.800,1701,4.27
30.900,1701,4.09
31.000,1700,6.64
31.100,1700,4.18
31.200,1701,4.24
31.300,1700,4.36
31.400,1700,4.28
31.500,1700,4.37
31.600,1699,8.08
31.700,1701,4.11
31.800,1700,4.65
31.900,1700,7.21
32.000,1700,4.09
32.100,1700,4.25
32.200,1700,4.02
32.300,1701,3.95
32.400,1700,4.01
32.500,1700,4.99
32.600,1700,5.80
32.700,1700,4.61
32.800,1700,5.23
32.900,1700,4.07
33.000,1699,9.16
33.100,1700,3.98
33.200,1700,4.42
33.300,1700,4.08
33.400,1700,4.84
33.500,1700,4.23
33.600,1700,4.48
33.700,1700,4.39
33.800,1700,4.17
33.900,1700,4.30
34.000,1700,4.85
34.100,1699,4.70
34.200,1700,5.19
34.300,1700,4.16
34.400,1700,4.30
34.500,1700,4.21
34.600,1700,4.81
34.700,1700,4.14
34.800,1700,4.38
34.900,1700,4.34
35.000,1699,4.21
35.100,1699,4.28
35.200,1699,4.67
35.300,1699,4.08
35.400,1699,4.29
35.500,1699,4.39
35.600,1699,5.29
35.700,1699,4.31
35.800,1700,4.19
35.900,1700,4.30
36.000,1700,4.19
36.100,1700,4.84
36.200,1700,4.43
36.300,1699,4.51
36.400,1700,4.30
36.500,1699,4.58
36.600,1699,4.54
36.700,1699,4.32
36.800,1700,4.01
36.900,1699,4.16
37.000,1699,4.43
37.100,1699,4.31
37.200,1699,4.10
37.300,1699,4.54
37.400,1699,4.22
37.500,1699,4.18
37.600,1700,4.32
37.700,1699,4.23
37.800,1699,4.38
37.900,1700,4.77
38.000,1699,4.50
38.100,1699,5.19
38.200,1699,4.41
38.300,1699,6.73
38.400,1700,4.26
38.500,1699,7.95
38.600,1699,4.37
38.700,1699,4.70
38.800,1699,9.12
38.900,1699,4.24
39.000,1699,4.12
39.100,1699,4.13
39.200,1699,4.52
39.300,1700,4.24
39.400,1699,4.56
39.500,1699,4.50
39.600,1700,4.55
39.700,1699,4.48
39.800,1700,4.29
39.900,1699,4.17
40.000,1700,4.15
40.100,1700,4.38
40.200,1699,6.63
40.300,1700,4.32
40.400,1699,4.15
40.500,1700,4.05
40.600,1699,4.51
40.700,1699,4.03
40.800,1699,4.14
40.900,1700,3.98
41.000,1700,4.33
41.100,1699,6.46
41.200,1699,4.38
41.300,1699,5.78
41.400,1699,4.23
41.500,1699,4.38
41.600,1699,4.32
41.700,1699,4.69
41.800,1699,4.57
41.900,1699,4.08
42.000,1698,4.78
42.100,1699,4.56
42.200,1699,4.31
42.300,1700,4.71
42.400,1699,4.41
42.500,1698,4.46
42.600,1699,4.48
42.700,1699,4.53
42.800,1699,5.05
42.900,1699,4.54
43.000,1699,4.22
43.100,1698,6.75
43.200,1699,5.27
43.300,1698,4.05
43.400,1699,5.40
43.500,1699,4.23
43.600,1699,4.49
43.700,1698,4.76
43.800,1699,7.11
43.900,1699,4.15
44.000,1699,4.27
44.100,1699,4.25
44.200,1699,4.24
44.300,1699,4.31
44.400,1698,4.74
44.500,1698,7.06
44.600,1699,4.32
44.700,1699,5.37
44.800,1698,4.42
44.900,1699,4.31
45.000,1698,4.64
45.100,1698,4.44
45.200,1697,6.02
45.300,1698,4.06
45.400,1698,4.61
45.500,1698,4.36
45.600,1698,6.61
45.700,1698,4.77
45.800,1698,4.51
45.900,1698,4.44
46.000,1699,4.65
46.100,1699,4.27
46.200,1698,4.50
46.300,1698,4.74
46.400,1698,4.51
46.500,1698,4.55
46.600,1699,4.42
46.700,1699,4.30
46.800,1699,5.17
46.900,1698,5.20
47.000,1698,4.70
47.100,1698,4.60
47.200,1699,5.32
47.300,1699,4.36
47.400,1699,4.45
47.500,1699,6.89
47.600,1699,3.89
47.700,1699,4.41
47.800,1698,4.27
47.900,1699,4.41
48.000,1699,4.42
48.100,1699,4.43
48.200,1699,6.37
48.300,1698,5.03
48.400,1699,4.33
48.500,1698,7.85
48.600,1699,4.66
48.700,1699,4.29
48.800,1699,6.47
48.900,1699,5.25
49.000,1699,4.32
49.100,1699,4.56
49.200,1699,4.40
49.300,1699,4.63
49.400,1699,4.47
49.500,1698,6.30
49.600,1699,3.95
49.700,1699,8.30
49.800,1699,5.26
49.900,1699,4.13
50.000,1699,4.02
50.100,1699,8.51
50.200,1699,4.38
50.300,1698,4.20
50.400,1699,4.37
50.500,1699,4.41
50.600,1698,4.16
50.700,1698,9.79
50.800,1698,4.49
50.900,1699,4.33
51.000,1698,4.34
51.100,1699,4.37
51.200,1698,4.01
51.300,1699,4.76
51.400,1698,10.15
51.500,1699,5.31
51.600,1698,5.51
51.700,1698,4.36
51.800,1699,4.47
51.900,1699,4.29
52.000,1698,5.69
52.100,1699,4.15
52.200,1698,4.08
52.300,1698,4.42
52.400,1698,4.26
52.500,1698,8.07
52.600,1699,4.31
52.700,1699,4.45
52.800,1698,3.80
52.900,1699,4.77
53.000,1698,4.54
53.100,1698,4.55
53.200,1699,4.16
53.300,1699,4.27
53.400,1698,4.39
53.500,1698,5.06
53.600,1698,4.54
53.700,1698,4.31
53.800,1700,4.67
53.900,1698,4.73
54.000,1699,5.48
54.100,1699,4.36
54.200,1698,5.28
54.300,1698,7.13
54.400,1699,4.18
54.500,1698,5.64
54.600,1698,5.04
54.700,1698,4.51
54.800,1698,4.37
54.900,1698,6.32
55.000,1698,4.34
55.100,1699,4.35
55.200,1699,4.33
55.300,1698,4.47
55.400,1698,4.44
55.500,1699,4.23
55.600,1698,4.18
55.700,1699,4.90
55.800,1699,4.21
55.900,1699,4.47
56.000,1698,4.52
56.100,1698,4.09
56.200,1698,4.40
56.300,1698,5.18
56.400,1698,4.12
56.500,1698,4.40
56.600,1698,6.78
56.700,1698,4.22
56.800,1698,4.82
56.900,1698,4.76
57.000,1698,4.33
57.100,1698,4.54
57.200,1698,4.73
57.300,1697,7.01
57.400,1698,4.96
57.500,1698,5.03
57.600,1698,4.69
57.700,1698,4.26
57.800,1698,4.74
57.900,1698,4.84
58.000,1698,4.41
58.100,1697,4.38
58.200,1698,4.26
58.300,1697,5.88
58.400,1697,4.35
58.500,1698,4.37
58.600,1698,4.11
58.700,1698,4.43
58.800,1696,6.08
58.900,1697,4.90
59.000,1697,6.20
59.100,1697,5.06
59.200,1697,4.07
59.300,1697,4.33
59.400,1697,5.50
59.500,1697,4.74
59.600,1697,4.44
59.700,1699,4.83
59.800,1697,5.40
59.900,1697,5.37
60.000,1698,4.83
60.100,1697,4.92
60.200,1697,4.44
60.300,1697,4.64
60.400,1697,4.58
60.500,1697,5.15
60.600,1697,4.85
60.700,1697,4.78
60.800,1697,4.21
60.900,1697,4.65
61.000,1698,4.53
61.100,1697,3.85
61.200,1697,4.13
61.300,1697,5.90
61.400,1697,4.55
61.500,1698,4.65
61.600,1697,4.30
61.700,1697,4.19
61.800,1697,4.32
61.900,1698,4.35
62.000,1697,4.71
62.100,1697,6.36
62.200,1697,4.57
62.300,1697,4.41
62.400,1697,4.54
62.500,1697,4.44
62.600,1697,4.83
62.700,1697,4.21
62.800,1698,6.83
62.900,1698,4.78
63.000,1697,4.14
63.100,1697,4.54
63.200,1697,4.54
63.300,1697,4.59
63.400,1697,5.09
63.500,1697,3.98
63.600,1697,4.86
63.700,1697,8.58
63.800,1697,4.28
63.900,1697,8.71
64.000,1697,4.24
64.100,1697,4.13
64.200,1697,4.67
64.300,1697,4.70
64.400,1698,5.32
64.500,1697,4.47
64.600,1697,4.39
64.700,1697,4.78
64.800,1697,4.84
64.900,1697,4.65
65.000,1697,4.19
65.100,1697,4.61
65.200,1697,4.36
65.300,1697,4.48
65.400,1698,4.27
65.500,1697,4.10
65.600,1698,4.36
65.700,1698,4.33
65.800,1698,4.66
65.900,1697,5.68
66.000,1697,4.18
66.100,1697,5.03
66.200,1697,4.52
66.300,1698,4.61
66.400,1698,4.80
66.500,1697,4.39
66.600,1698,4.24
66.700,1698,4.29
66.800,1698,4.36
66.900,1697,4.39
67.000,1697,4.31
67.100,1698,4.60
67.200,1698,4.94
67.300,1698,5.29
67.400,1699,4.49
67.500,1698,5.11
67.600,1698,4.36
67.700,1697,8.15
67.800,1697,4.23
67.900,1698,4.10
68.000,1698,4.22
68.100,1698,4.27
68.200,1698,4.28
68.300,1697,4.16
68.400,1697,4.33
68.500,1697,4.48
68.600,1697,4.32
68.700,1698,4.50
68.800,1698,4.52
68.900,1698,4.76
69.000,1697,4.31
69.100,1698,4.37
69.200,1698,4.40
69.300,1697,5.93
69.400,1697,4.44
69.500,1697,4.31
69.600,1697,3.96
69.700,1698,4.67
69.800,1697,4.16
69.900,1698,4.49
70.000,1697,4.66
70.100,1697,4.19
70.200,1697,9.60
70.300,1698,4.35
70.400,1697,4.54
70.500,1697,4.70
70.600,1697,4.74
70.700,1697,4.37
70.800,1697,4.51
70.900,1697,8.37
71.000,1698,4.49
71.100,1697,4.14
71.200,1699,5.58
71.300,1698,4.61
71.400,1697,5.37
71.500,1697,4.14
71.600,1697,4.66
71.700,1698,4.47
71.800,1698,4.50
71.900,1698,4.37
72.000,1698,4.52
72.100,1698,4.55
72.200,1698,4.34
72.300,1698,5.52
72.400,1697,4.29
72.500,1697,7.13
72.600,1698,4.39
72.700,1698,4.51
72.800,1697,4.58
72.900,1697,4.49
73.000,1698,4.20
73.100,1698,4.09
73.200,1698,4.22
73.300,1697,4.91
73.400,1698,4.53
73.500,1698,4.26
73.600,1697,4.11
73.700,1698,4.72
73.800,1698,4.76
73.900,1698,4.60
74.000,1698,4.27
74.100,1698,4.32
74.200,1697,4.09
74.300,1698,4.09
74.400,1698,4.91
74.500,1698,4.45
74.600,1697,4.56
74.700,1697,4.41
74.800,1698,4.25
74.900,1697,4.54
75.000,1698,4.36
75.100,1696,6.25
75.200,1698,4.24
75.300,1698,4.08
75.400,1697,4.27
75.500,1699,6.62
75.600,1698,4.29
75.700,1697,5.70
75.800,1698,4.44
75.900,1698,4.49
76.000,1698,4.49
76.100,1697,4.39
76.200,1698,4.31
76.300,1698,5.02
76.400,1698,4.35
76.500,1698,4.54
76.600,1698,4.44
76.700,1698,4.20
76.800,1697,4.89
76.900,1698,4.69
77.000,1697,5.69
77.100,1698,4.61
77.200,1698,4.45
77.300,1697,6.30
77.400,1698,3.99
77.500,1697,4.90
77.600,1698,4.09
77.700,1698,4.65
77.800,1697,4.61
77.900,1697,4.78
78.000,1698,5.99
78.100,1698,4.60
78.200,1697,4.64
78.300,1697,4.61
78.400,1698,4.25
78.500,1697,4.66
78.600,1698,4.46
78.700,1698,4.34
78.800,1698,4.78
78.900,1698,4.56
79.000,1698,4.24
79.100,1698,4.59
79.200,1698,4.70
79.300,1697,4.19
79.400,1698,5.94
79.500,1698,4.60
79.600,1698,4.35
79.700,1697,7.22
79.800,1698,4.59
79.900,1698,4.36
80.000,1698,6.17
80.100,1697,4.22
80.200,1697,4.40
80.300,1698,4.61
80.400,1697,11.07
80.500,1698,4.23
80.600,1697,4.45
80.700,1697,4.39
80.800,1697,5.26
80.900,1697,4.55
81.000,1698,4.20
81.100,1697,4.65
81.200,1697,4.56
81.300,1697,4.49
81.400,1696,4.24
81.500,1697,6.89
81.600,1697,4.49
81.700,1697,4.68
81.800,1697,4.49
81.900,1697,4.96
82.000,1697,4.99
82.100,1697,4.36
82.200,1697,4.35
82.300,1698,4.27
82.400,1697,4.46
82.500,1697,4.35
82.600,1696,4.92
82.700,1697,4.54
82.800,1697,4.70
82.900,1697,4.79
83.000,1697,6.25
83.100,1697,4.08
83.200,1697,4.42
83.300,1697,4.35
83.400,1697,4.34
83.500,1697,4.39
83.600,1697,4.00
83.700,1697,4.29
83.800,1697,4.27
83.900,1698,4.49
84.000,1696,4.43
84.100,1697,5.95
84.200,1697,4.49
84.300,1697,4.64
84.400,1697,4.51
84.500,1696,4.45
84.600,1697,4.44
84.700,1697,4.55
84.800,1697,4.59
84.900,1697,4.94
85.000,1697,6.89
85.100,1697,4.64
85.200,1696,4.52
85.300,1697,4.44
85.400,1697,4.25
85.500,1697,4.34
85.600,1697,4.26
85.700,1697,4.74
85.800,1696,4.11
85.900,1698,4.79
86.000,1698,5.04
86.100,1697,4.86
86.200,1698,5.73
86.300,1698,4.70
86.400,1697,5.10
86.500,1697,4.67
86.600,1697,4.50
86.700,1697,4.18
86.800,1697,6.10
86.900,1696,4.19
87.000,1697,4.70
87.100,1697,5.03
87.200,1697,4.04
87.300,1697,4.52
87.400,1697,4.44
87.500,1697,4.34
87.600,1696,5.36
87.700,1696,4.37
87.800,1696,4.44
87.900,1696,4.36
88.000,1696,4.76
88.100,1696,4.48
88.200,1696,10.09
88.300,1697,4.59
88.400,1697,4.55
88.500,1697,4.12
88.600,1697,3.95
88.700,1697,5.15
88.800,1697,4.44
88.900,1696,5.43
89.000,1697,4.69
89.100,1696,8.39
89.200,1697,4.46
89.300,1697,5.78
89.400,1697,4.94
89.500,1696,6.91
89.600,1696,5.78
89.700,1697,4.48
89.800,1697,4.82
89.900,1697,4.50
90.000,1697,4.43
90.100,1697,6.37
90.200,1697,4.26
90.300,1697,4.39
90.400,1696,6.62
90.500,1697,5.88
90.600,1696,4.67
90.700,1697,4.26
90.800,1696,6.91
90.900,1696,4.63
91.000,1697,4.56
91.100,1698,4.49
91.200,1697,4.60
91.300,1697,4.79
91.400,1698,4.44
91.500,1697,4.48
91.600,1697,5.21
91.700,1697,5.25
91.800,1697,4.33
91.900,1698,4.53
92.000,1697,4.71
92.100,1697,4.36
92.200,1698,4.23
92.300,1697,4.10
92.400,1698,5.50
92.500,1697,4.48
92.600,1697,4.30
92.700,1697,5.28
92.800,1696,5.26
92.900,1697,9.26
93.000,1698,5.23
93.100,1698,3.99
93.200,1697,4.51
93.300,1697,4.35
93.400,1698,7.63
93.500,1698,4.30
93.600,1697,4.22
93.700,1697,4.25
93.800,1696,4.60
93.900,1698,4.64
94.000,1697,4.65
94.100,1697,4.47
94.200,1698,4.53
94.300,1697,4.55
94.400,1697,4.11
94.500,1697,4.32
94.600,1697,6.89
94.700,1697,5.88
94.800,1697,4.24
94.900,1698,5.88
95.000,1698,6.13
95.100,1697,4.69
95.200,1698,4.21
95.300,1697,4.47
95.400,1697,4.29
95.500,1697,4.33
95.600,1698,5.48
95.700,1697,4.31
95.800,1698,4.62
95.900,1697,4.45
96.000,1697,4.92
96.100,1698,4.25
96.200,1698,4.33
96.300,1698,4.57
96.400,1698,4.35
96.500,1697,4.25
96.600,1697,4.52
96.700,1698,4.63
96.800,1698,4.07
96.900,1697,4.14
97.000,1697,6.94
97.100,1698,4.44
97.200,1697,4.43
97.300,1697,9.51
97.400,1697,4.23
97.500,1698,4.48
97.600,1697,4.41
97.700,1698,4.22
97.800,1698,4.63
97.900,1698,4.65
98.000,1698,4.27
98.100,1697,4.66
98.200,1697,4.80
98.300,1698,4.16
98.400,1697,4.69
98.500,1697,4.49
98.600,1697,4.62
98.700,1697,4.38
98.800,1698,6.28
98.900,1698,4.33
99.000,1699,4.81
99.100,1697,4.39
99.200,1697,3.96
99.300,1697,4.39
99.400,1698,4.39
99.500,1697,4.87
99.600,1697,4.86
99.700,1697,4.36
99.800,1697,4.35
99.900,1698,4.17
100.000,1697,4.51
