# saved 2026-06-13T21:49:30
# range_label=25mT
# --- characterization sweep ---
# step_mm=0.100  points=1001  avg_samples=200  settle_ms=100
Distance_mm,Reading_mV,SD_mV
25.600,1738,4.68
25.700,1738,6.17
25.800,1737,4.56
25.900,1737,4.98
26.000,1737,4.74
26.100,1736,4.51
26.200,1736,4.49
26.300,1735,4.08
26.400,1735,4.74
26.500,1735,4.54
26.600,1734,4.26
26.700,1735,4.35
26.800,1733,4.42
26.900,1733,3.96
27.000,1734,3.91
27.100,1733,4.32
27.200,1733,4.28
27.300,1732,4.19
27.400,1732,4.17
27.500,1732,3.70
27.600,1732,3.70
27.700,1731,5.03
27.800,1732,3.95
27.900,1731,3.84
28.000,1732,3.91
28.100,1731,5.54
28.200,1731,4.02
28.300,1731,3.47
28.400,1731,6.35
28.500,1730,3.74
28.600,1729,4.06
28.700,1729,4.04
28.800,1729,4.03
28.900,1729,4.29
29.000,1728,3.88
29.100,1728,4.04
29.200,1728,4.14
29.300,1728,3.84
29.400,1727,4.39
29.500,1728,3.95
29.600,1726,9.59
29.700,1727,3.87
29.800,1726,4.42
29.900,1726,4.30
30.000,1726,4.50
30.100,1726,4.61
30.200,1726,4.46
30.300,1726,4.48
30.400,1725,4.42
30.500,1725,4.07
30.600,1725,4.62
30.700,1724,4.95
30.800,1725,4.50
30.900,1725,4.73
31.000,1724,4.54
31.100,1724,4.79
31.200,1723,4.62
31.300,1723,4.29
31.400,1724,4.97
31.500,1724,4.18
31.600,1723,4.05
31.700,1723,4.65
31.800,1723,4.86
31.900,1722,4.49
32.000,1722,4.14
32.100,1722,4.36
32.200,1722,5.42
32.300,1722,3.81
32.400,1722,4.19
32.500,1722,4.87
32.600,1722,4.46
32.700,1721,4.01
32.800,1721,5.03
32.900,1721,4.50
33.000,1721,5.24
33.100,1720,4.33
33.200,1720,8.80
33.300,1721,5.13
33.400,1721,4.22
33.500,1720,4.30
33.600,1720,4.00
33.700,1719,3.97
33.800,1719,4.54
33.900,1719,3.89
34.000,1719,4.35
34.100,1719,3.92
34.200,1719,3.98
34.300,1719,4.48
34.400,1718,4.10
34.500,1718,7.78
34.600,1718,4.88
34.700,1719,4.51
34.800,1718,4.39
34.900,1718,5.44
35.000,1718,4.28
35.100,1717,4.10
35.200,1717,4.17
35.300,1718,4.56
35.400,1717,4.84
35.500,1718,4.75
35.600,1718,3.92
35.700,1717,4.48
35.800,1717,4.49
35.900,1716,6.60
36.000,1717,3.72
36.100,1716,4.28
36.200,1716,3.90
36.300,1716,4.03
36.400,1715,4.45
36.500,1716,4.06
36.600,1716,4.24
36.700,1715,5.78
36.800,1715,4.57
36.900,1715,4.20
37.000,1715,4.32
37.100,1715,6.88
37.200,1714,6.34
37.300,1715,4.15
37.400,1715,4.19
37.500,1714,4.27
37.600,1714,5.29
37.700,1714,4.03
37.800,1714,8.74
37.900,1714,4.42
38.000,1714,4.32
38.100,1714,4.59
38.200,1714,4.52
38.300,1714,4.35
38.400,1713,4.63
38.500,1713,4.05
38.600,1714,4.31
38.700,1714,4.45
38.800,1714,4.39
38.900,1713,4.51
39.000,1713,4.37
39.100,1713,6.11
39.200,1713,5.60
39.300,1713,4.87
39.400,1713,4.64
39.500,1713,4.52
39.600,1713,5.64
39.700,1713,4.46
39.800,1713,4.59
39.900,1712,4.69
40.000,1711,8.56
40.100,1712,5.01
40.200,1713,4.36
40.300,1713,4.43
40.400,1712,5.32
40.500,1712,4.33
40.600,1712,4.36
40.700,1711,4.42
40.800,1711,4.91
40.900,1712,4.42
41.000,1712,4.61
41.100,1712,4.77
41.200,1711,4.51
41.300,1711,4.95
41.400,1711,5.37
41.500,1711,4.07
41.600,1711,4.48
41.700,1711,4.17
41.800,1711,4.91
41.900,1710,6.66
42.000,1710,5.01
42.100,1710,3.88
42.200,1710,4.55
42.300,1710,4.37
42.400,1710,4.53
42.500,1710,8.71
42.600,1710,4.41
42.700,1710,8.90
42.800,1710,4.65
42.900,1710,4.82
43.000,1710,5.33
43.100,1710,4.17
43.200,1709,4.43
43.300,1710,4.35
43.400,1709,8.58
43.500,1709,4.61
43.600,1710,4.16
43.700,1709,4.65
43.800,1710,4.61
43.900,1709,4.38
44.000,1709,4.50
44.100,1710,4.16
44.200,1710,6.57
44.300,1709,4.12
44.400,1709,4.29
44.500,1709,4.28
44.600,1710,4.20
44.700,1710,4.37
44.800,1709,4.07
44.900,1710,4.47
45.000,1708,3.94
45.100,1709,4.11
45.200,1709,4.43
45.300,1710,4.76
45.400,1708,3.68
45.500,1708,3.88
45.600,1709,4.08
45.700,1709,4.39
45.800,1709,5.02
45.900,1708,3.94
46.000,1708,3.87
46.100,1708,3.74
46.200,1708,3.90
46.300,1708,3.92
46.400,1708,4.12
46.500,1708,5.47
46.600,1708,5.07
46.700,1709,4.57
46.800,1708,4.09
46.900,1707,4.12
47.000,1708,4.76
47.100,1708,4.04
47.200,1707,4.39
47.300,1708,3.79
47.400,1707,3.78
47.500,1708,4.06
47.600,1708,4.52
47.700,1708,4.35
47.800,1708,3.95
47.900,1707,4.85
48.000,1707,3.99
48.100,1707,5.56
48.200,1708,4.13
48.300,1707,8.20
48.400,1708,4.01
48.500,1709,4.56
48.600,1708,3.93
48.700,1708,4.15
48.800,1707,4.13
48.900,1708,3.75
49.000,1707,3.99
49.100,1708,4.35
49.200,1707,3.90
49.300,1708,3.72
49.400,1707,3.54
49.500,1707,3.74
49.600,1707,3.68
49.700,1707,3.54
49.800,1707,4.10
49.900,1707,3.64
50.000,1707,3.58
50.100,1707,4.03
50.200,1707,3.68
50.300,1707,4.26
50.400,1707,3.60
50.500,1707,5.18
50.600,1707,3.85
50.700,1707,3.55
50.800,1706,5.04
50.900,1707,3.84
51.000,1707,3.50
51.100,1707,4.12
51.200,1706,4.21
51.300,1707,3.69
51.400,1707,4.57
51.500,1706,3.75
51.600,1706,3.59
51.700,1706,6.00
51.800,1707,3.69
51.900,1706,3.68
52.000,1706,3.64
52.100,1706,3.85
52.200,1706,3.63
52.300,1706,3.55
52.400,1706,3.70
52.500,1706,3.53
52.600,1707,4.39
52.700,1706,6.49
52.800,1706,3.58
52.900,1706,3.82
53.000,1706,3.74
53.100,1706,3.41
53.200,1707,4.35
53.300,1706,3.70
53.400,1706,3.44
53.500,1706,6.84
53.600,1707,5.27
53.700,1707,3.73
53.800,1707,4.02
53.900,1707,4.46
54.000,1706,9.04
54.100,1706,3.20
54.200,1706,4.23
54.300,1706,3.89
54.400,1706,3.69
54.500,1707,4.13
54.600,1706,4.78
54.700,1706,4.32
54.800,1706,3.84
54.900,1706,4.15
55.000,1707,4.25
55.100,1706,3.44
55.200,1706,3.83
55.300,1706,3.97
55.400,1706,3.42
55.500,1706,4.20
55.600,1706,3.33
55.700,1706,3.14
55.800,1706,3.61
55.900,1706,3.45
56.000,1706,4.41
56.100,1707,3.80
56.200,1706,3.17
56.300,1706,3.83
56.400,1706,3.91
56.500,1706,3.69
56.600,1706,3.22
56.700,1706,3.85
56.800,1706,3.81
56.900,1705,6.22
57.000,1706,4.15
57.100,1706,3.54
57.200,1706,4.86
57.300,1705,4.34
57.400,1706,4.55
57.500,1705,3.72
57.600,1705,3.68
57.700,1706,3.90
57.800,1706,3.39
57.900,1705,3.49
58.000,1705,3.58
58.100,1705,3.67
58.200,1705,3.18
58.300,1705,9.07
58.400,1705,4.92
58.500,1705,6.38
58.600,1705,4.01
58.700,1705,4.33
58.800,1705,3.56
58.900,1706,3.66
59.000,1704,3.79
59.100,1705,3.81
59.200,1705,3.32
59.300,1705,3.58
59.400,1705,3.84
59.500,1705,4.16
59.600,1705,5.35
59.700,1705,3.72
59.800,1705,4.44
59.900,1705,3.81
60.000,1705,3.96
60.100,1705,4.07
60.200,1704,3.73
60.300,1705,3.73
60.400,1705,3.83
60.500,1704,3.76
60.600,1704,4.02
60.700,1705,3.83
60.800,1705,3.99
60.900,1704,5.97
61.000,1704,3.68
61.100,1704,3.92
61.200,1704,3.80
61.300,1704,4.19
61.400,1704,3.92
61.500,1704,4.07
61.600,1705,3.89
61.700,1704,3.57
61.800,1704,3.31
61.900,1705,4.04
62.000,1704,3.75
62.100,1705,5.48
62.200,1704,4.72
62.300,1705,3.69
62.400,1704,3.62
62.500,1704,4.07
62.600,1704,3.94
62.700,1704,3.73
62.800,1704,3.99
62.900,1704,3.61
63.000,1704,4.03
63.100,1704,3.68
63.200,1704,3.47
63.300,1704,4.47
63.400,1704,3.75
63.500,1705,3.93
63.600,1703,3.92
63.700,1704,3.61
63.800,1704,3.96
63.900,1704,3.57
64.000,1704,3.54
64.100,1704,3.58
64.200,1704,3.89
64.300,1704,3.92
64.400,1704,3.94
64.500,1704,3.53
64.600,1704,4.09
64.700,1704,3.49
64.800,1704,3.39
64.900,1704,3.73
65.000,1704,5.74
65.100,1704,3.71
65.200,1705,3.41
65.300,1704,3.96
65.400,1704,3.82
65.500,1704,3.32
65.600,1703,5.45
65.700,1703,3.92
65.800,1703,3.48
65.900,1704,3.84
66.000,1704,3.74
66.100,1703,3.75
66.200,1703,3.93
66.300,1704,3.68
66.400,1704,4.33
66.500,1704,3.92
66.600,1704,3.34
66.700,1704,6.60
66.800,1704,3.81
66.900,1703,3.72
67.000,1704,3.95
67.100,1703,3.63
67.200,1703,3.72
67.300,1703,3.77
67.400,1703,4.16
67.500,1703,3.99
67.600,1703,4.01
67.700,1703,3.70
67.800,1704,3.81
67.900,1704,4.02
68.000,1702,7.33
68.100,1704,4.08
68.200,1703,3.98
68.300,1703,4.01
68.400,1703,3.57
68.500,1703,3.49
68.600,1703,3.43
68.700,1704,3.34
68.800,1703,3.78
68.900,1703,4.09
69.000,1703,3.42
69.100,1703,7.20
69.200,1703,3.70
69.300,1703,3.77
69.400,1703,4.22
69.500,1703,4.18
69.600,1703,3.74
69.700,1703,3.94
69.800,1703,3.57
69.900,1703,3.90
70.000,1703,4.08
70.100,1703,3.79
70.200,1703,3.69
70.300,1702,4.29
70.400,1703,4.07
70.500,1703,3.76
70.600,1702,3.55
70.700,1702,3.96
70.800,1703,4.77
70.900,1703,3.68
71.000,1703,3.70
71.100,1703,4.24
71.200,1702,3.76
71.300,1703,4.40
71.400,1703,5.04
71.500,1702,9.16
71.600,1703,3.60
71.700,1703,6.83
71.800,1702,3.94
71.900,1703,3.72
72.000,1703,3.52
72.100,1703,3.67
72.200,1703,3.84
72.300,1703,3.42
72.400,1703,3.97
72.500,1702,6.50
72.600,1703,4.25
72.700,1703,4.10
72.800,1702,5.63
72.900,1703,3.41
73.000,1703,3.97
73.100,1703,3.82
73.200,1703,6.28
73.300,1702,4.17
73.400,1703,4.28
73.500,1703,3.93
73.600,1702,4.23
73.700,1702,4.56
73.800,1703,4.36
73.900,1703,3.95
74.000,1702,4.03
74.100,1702,4.27
74.200,1702,5.08
74.300,1702,3.65
74.400,1702,4.24
74.500,1702,4.30
74.600,1702,5.70
74.700,1702,4.06
74.800,1702,4.33
74.900,1702,4.63
75.000,1703,3.92
75.100,1702,3.97
75.200,1702,5.22
75.300,1703,4.39
75.400,1702,4.10
75.500,1703,4.28
75.600,1703,4.87
75.700,1702,4.10
75.800,1702,3.88
75.900,1702,4.96
76.000,1702,4.18
76.100,1702,7.13
76.200,1702,3.55
76.300,1702,4.03
76.400,1703,6.45
76.500,1702,4.04
76.600,1701,3.88
76.700,1701,4.30
76.800,1702,4.14
76.900,1702,4.21
77.000,1702,3.69
77.100,1702,4.83
77.200,1702,3.98
77.300,1701,4.35
77.400,1703,3.50
77.500,1703,4.16
77.600,1702,5.13
77.700,1702,3.96
77.800,1702,4.03
77.900,1702,7.83
78.000,1701,6.81
78.100,1702,4.41
78.200,1702,4.24
78.300,1702,4.35
78.400,1702,3.69
78.500,1702,5.15
78.600,1702,4.08
78.700,1702,3.97
78.800,1702,4.24
78.900,1702,4.11
79.000,1702,4.26
79.100,1703,4.41
79.200,1702,4.17
79.300,1702,4.44
79.400,1702,8.28
79.500,1702,3.86
79.600,1702,4.06
79.700,1702,4.59
79.800,1702,3.85
79.900,1702,3.67
80.000,1702,3.50
80.100,1702,4.69
80.200,1702,4.21
80.300,1702,3.62
80.400,1702,4.32
80.500,1702,3.97
80.600,1702,3.86
80.700,1702,3.62
80.800,1702,3.82
80.900,1702,4.28
81.000,1702,4.07
81.100,1702,4.25
81.200,1702,5.25
81.300,1703,4.17
81.400,1702,4.03
81.500,1702,3.68
81.600,1702,4.59
81.700,1702,4.70
81.800,1702,4.92
81.900,1702,4.30
82.000,1702,3.70
82.100,1702,4.04
82.200,1701,4.20
82.300,1702,4.25
82.400,1702,4.14
82.500,1702,4.11
82.600,1702,3.80
82.700,1702,4.27
82.800,1701,6.47
82.900,1702,3.95
83.000,1702,5.63
83.100,1702,4.12
83.200,1702,4.83
83.300,1702,3.81
83.400,1702,3.97
83.500,1702,4.37
83.600,1702,3.86
83.700,1702,4.19
83.800,1701,4.13
83.900,1703,3.82
84.000,1702,4.90
84.100,1702,4.14
84.200,1702,3.88
84.300,1702,5.86
84.400,1702,4.12
84.500,1702,4.00
84.600,1701,3.81
84.700,1702,3.96
84.800,1701,8.79
84.900,1702,4.15
85.000,1702,4.13
85.100,1702,4.26
85.200,1701,4.34
85.300,1701,4.01
85.400,1702,4.06
85.500,1701,5.23
85.600,1701,4.08
85.700,1702,3.95
85.800,1702,4.31
85.900,1702,4.02
86.000,1702,4.24
86.100,1701,4.68
86.200,1702,5.22
86.300,1702,4.42
86.400,1702,3.83
86.500,1702,4.08
86.600,1702,6.20
86.700,1701,4.47
86.800,1702,4.00
86.900,1702,4.99
87.000,1701,3.89
87.100,1701,4.59
87.200,1702,4.33
87.300,1702,3.57
87.400,1701,4.59
87.500,1701,4.86
87.600,1702,5.79
87.700,1701,4.06
87.800,1702,3.98
87.900,1701,4.15
88.000,1701,4.13
88.100,1701,4.18
88.200,1701,4.76
88.300,1701,4.07
88.400,1701,4.84
88.500,1702,3.87
88.600,1701,4.11
88.700,1701,4.27
88.800,1702,4.20
88.900,1701,4.13
89.000,1701,5.31
89.100,1701,3.94
89.200,1701,4.07
89.300,1700,4.45
89.400,1701,4.24
89.500,1701,4.11
89.600,1702,4.25
89.700,1701,4.20
89.800,1702,4.29
89.900,1701,4.06
90.000,1701,4.43
90.100,1701,3.93
90.200,1702,4.25
90.300,1701,3.85
90.400,1701,4.01
90.500,1701,4.38
90.600,1702,4.29
90.700,1701,3.88
90.800,1701,4.84
90.900,1701,4.65
91.000,1701,4.21
91.100,1701,4.40
91.200,1701,5.83
91.300,1701,4.05
91.400,1701,4.37
91.500,1702,4.22
91.600,1701,4.32
91.700,1701,5.97
91.800,1701,4.65
91.900,1701,4.10
92.000,1701,4.16
92.100,1702,4.70
92.200,1702,4.16
92.300,1701,4.52
92.400,1700,6.59
92.500,1702,4.08
92.600,1701,4.43
92.700,1700,3.77
92.800,1701,4.09
92.900,1702,4.08
93.000,1701,4.20
93.100,1701,3.86
93.200,1701,4.01
93.300,1701,3.99
93.400,1701,4.10
93.500,1701,4.18
93.600,1701,4.16
93.700,1702,4.26
93.800,1701,5.35
93.900,1701,4.65
94.000,1701,5.52
94.100,1701,4.79
94.200,1701,4.94
94.300,1701,4.10
94.400,1701,3.90
94.500,1702,4.10
94.600,1701,4.11
94.700,1701,4.79
94.800,1701,4.14
94.900,1702,4.33
95.000,1701,4.26
95.100,1702,4.07
95.200,1701,4.28
95.300,1702,4.14
95.400,1701,4.06
95.500,1701,4.26
95.600,1701,5.43
95.700,1701,4.57
95.800,1700,6.64
95.900,1701,4.81
96.000,1701,9.09
96.100,1701,4.43
96.200,1701,4.03
96.300,1701,4.40
96.400,1701,4.43
96.500,1701,4.15
96.600,1700,9.19
96.700,1701,4.07
96.800,1701,4.40
96.900,1701,4.25
97.000,1701,10.21
97.100,1701,4.50
97.200,1701,5.46
97.300,1701,4.48
97.400,1701,3.95
97.500,1701,4.29
97.600,1700,4.38
97.700,1701,4.16
97.800,1701,4.57
97.900,1701,4.09
98.000,1701,4.43
98.100,1701,4.35
98.200,1701,5.13
98.300,1701,7.54
98.400,1701,4.53
98.500,1700,3.94
98.600,1701,4.52
98.700,1701,3.92
98.800,1701,4.86
98.900,1700,7.87
99.000,1702,4.15
99.100,1701,4.27
99.200,1702,3.98
99.300,1701,4.09
99.400,1701,5.46
99.500,1701,3.73
99.600,1701,3.96
99.700,1701,5.87
99.800,1702,5.32
99.900,1701,3.92
100.000,1701,4.21
